Array.ORF;rep1;rep2;FY5;log.mean.mol;log.median.mol;Pramila.Hits;Spellman.Hits;Orlando.Hits;Granovskaia.Hits;Kelliher.Hits
YER111C;-0.45715;-0.58555;7.8701987078;7.13123196214027;7.15321946228744;1;1;1;1;1
YER114C;-0.81906;-0.81968;10.0251462226;7.9570138506153;7.97413020646143;1;0;1;1;1
YER118C;-0.53505;-0.5939;9.5302067845;7.30308080798967;7.33558799332575;1;1;1;1;1
YER120W;-0.50942;-0.53336;11.5851681974;9.76364184822446;9.55989562832145;1;0;1;0;1
YER122C;0.01273;-0.00979;11.7909875021;9.03632622021635;8.89617927735978;1;0;0;0;1
YER123W;-0.09322;-0.28253;7.0074286597;7.95190146263597;8.03264640382242;0;0;0;0;1
YER124C;0.04375;-0.00864;11.7099472685;7.45956160135444;7.08080695461585;1;1;1;1;0
YER130C;-0.08135;-0.1248;9.0896654721;;;0;0;0;0;1
YER139C;0.05425;0.03365;6.6355445394;8.16473469618368;7.93591178785002;1;0;0;1;1
YER140W;0.03763;0.04179;8.4499032083;7.35385578110586;7.35385578110586;0;0;0;1;0
YER142C;-0.07887;-0.11358;7.5209530916;8.0267483373174;7.57330299306471;0;0;1;0;0
YER143W;-0.0156;-0.03095;6.96184547;8.56679314828851;8.2533325419494;0;0;0;0;1
YER145C;0.12142;0.11341;11.2225547238;8.7825085101126;8.6230270206009;1;1;0;0;0
YER149C;-0.07198;-0.01602;9.2974111125;7.94485031015594;7.67733034597957;1;1;1;0;1
YER150W;-0.08009;-0.06047;7.6341494334;8.38683804336871;8.38683804336871;1;1;1;1;0
YER152C;-0.05971;-0.13151;9.925857128;8.14533130796935;7.73549213544586;1;1;0;1;1
YER153C;-0.10371;-0.14072;10.8863652775;6.14846829591765;6.14846829591765;0;0;0;1;0
YER158C;0.01367;-0.10375;7.9791721818;6.57853558026152;6.66440902035041;0;0;1;1;0
YER161C;0.12682;0.07181;8.2031373226;7.92276340149012;8.07807019549486;0;0;0;0;1
YER162C;-0.05652;-0.06593;8.0757756504;6.92441405213306;6.7682736704862;0;0;0;0;1
YER166W;-0.03714;0.02528;10.6498391724;8.05546958526378;8.05755033330241;0;0;1;0;1
YER167W;-0.40112;-0.40207;9.207004751;6.85811422949758;7.06035579768935;0;0;1;0;0
YER170W;-0.25895;-0.20936;7.9319458257;7.13671738312428;7.06060420371467;1;1;1;1;1
YER174C;-0.03742;-0.13105;9.9145317165;8.45075398358727;8.26312496654111;0;0;1;0;1
YER182W;-0.03691;-0.05832;8.2036564533;7.89563303706544;7.85230959834025;0;0;0;0;1
YER186C;0.02675;0.02806;9.1168844269;;;0;0;0;0;1
YER189W;-0.01149;0.00884;7.1619318979;;;1;1;0;0;0
YER190W;-0.00803;0.01069;11.6836890407;7.30908100145586;6.45335388525799;1;1;0;0;0
YFL007W;-0.10939;-0.16862;6.9807747536;7.8923441139421;8.00458871795162;0;0;1;0;1
YFL010C;-0.92543;-0.9085;6.021823951;9.09497567197036;8.66777908748043;0;0;0;0;1
YFL011W;0.06781;0.07022;6.0578532211;7.87169266432365;7.87169266432365;1;1;0;0;0
YFL012W;0.01124;-0.01071;5.9107259847;7.07841192490806;7.07841192490806;1;0;0;0;0
YFL014W;0.02104;-2e-05;8.5384109389;11.3726691725742;10.4020643056144;0;0;1;0;0
YFL016C;0.01009;0.03056;9.1936750818;8.63867407226927;8.6972634859031;1;0;0;0;0
YFL021W;0.05422;-0.01057;10.3313197428;8.36587308619447;8.01479210464743;0;0;1;0;1
YFL025C;0.10981;0.05466;7.3492219119;6.8551719240687;6.07387965464014;0;0;1;1;0
YFL026W;0.02597;0.08679;6.5201711386;8.6697801660517;8.47033412856371;1;1;0;0;0
YFL027C;0.00562;-0.03051;6.8430211896;6.41114183304187;6.36292668288032;1;0;1;0;0
YFL034C-A;0.04217;-0.02468;7.9487208002;10.1129865918245;9.85990803944879;0;0;0;0;1
YFL041W;-0.02582;-0.11052;10.428921952;8.30923374513177;8.30429631894854;0;0;0;0;1
YFL042C;0.05594;0.06588;6.5665178605;7.19464598857578;6.93946687714905;0;0;0;0;1
YFL044C;-0.09759;-0.15319;9.4287223883;8.03740655970175;7.89433438992528;1;1;1;0;1
YFL048C;0.02953;-0.05402;8.9755675914;8.80738840039848;8.83408335846314;0;0;0;0;1
YFL049W;-0.00282;-0.04456;7.925777213;7.80625003408954;7.82444593087762;0;0;0;0;1
YFL050C;-0.0779;-0.05147;6.9043645247;7.35083725066161;7.35083725066161;0;0;0;1;1
YFL051C;-0.032;0.08283;5.8676904321;;;1;0;0;0;0
YFL052W;0.08961;0.03488;6.67450402;;;0;0;0;1;0
YFL054C;0.03674;0.05187;7.9581425551;5.20326155557922;5.20326155557922;0;0;0;1;0
YFL059W;0.01347;0.03588;8.7462746921;7.48334781606298;7.05834466437951;0;0;1;0;1
YFL060C;-0.02077;0.01016;8.2520814882;6.17149686595138;5.27299955856375;1;1;1;0;0
YFL061W;0.14484;-0.00499;6.4479349863;7.04399286739185;7.04399286739185;1;0;0;0;0
YFL062W;0.04049;0.00966;12.550720548;5.41046292236942;5.41046292236942;1;0;0;0;0
YFL064C;0.05194;-0.01614;7.3964828751;7.1377940354316;7.1377940354316;1;1;1;0;0
YFL065C;0.02921;-0.0048;7.1133123483;7.14853582832499;7.14853582832499;1;1;1;0;0
YFL066C;0.08117;-0.01699;7.1043201893;6.90191830918332;6.90191830918332;1;1;0;0;0
YFL067W;0.04602;0.03092;7.1012984455;;;1;1;0;0;0
YFL068W;-0.12175;0.05628;6.8585700428;;;1;0;0;0;0
YFR001W;0.06648;0.10684;9.3463502432;8.57021973706751;8.26214169759104;0;0;0;1;0
YFR015C;0.05113;0.05844;8.9213497395;8.58376577419075;8.46547284018588;1;1;0;0;0
YFR016C;0.02589;0.04327;7.6400412256;8.52374363203415;8.14865071840324;0;0;1;0;0
YFR018C;-0.02231;-0.01266;9.5943497;7.86086922776643;7.65848894240103;0;0;1;0;0
YFR019W;-0.20113;-0.18039;9.0403659484;7.07453538620225;6.47961249000699;0;0;1;0;1
YFR026C;-0.00362;-0.03391;7.7849972064;6.92386488505633;6.92386488505633;0;0;0;1;1
YFR030W;1.00375;0.93934;13.0999820984;9.4999765050772;8.58055911952274;0;1;1;0;0
YFR034C;-0.10797;-0.07699;8.2020681093;7.86380583058119;7.84759016086541;1;0;0;0;0
YFR036W;0.04075;0.04907;7.0545880364;7.83870183375581;7.83870183375581;0;0;1;0;1
YFR038W;-0.38036;-0.44163;7.6926783336;7.84465830302099;7.27538625761728;0;0;0;0;1
YFR039C;-0.01155;-0.05068;8.3491879026;7.41016370409013;7.31411422530881;1;1;1;1;1
YFR040W;-0.06389;-0.06875;9.0199157325;8.18605474710007;8.16236423013642;0;0;0;0;1
YFR041C;-0.06599;-0.05506;8.4209448617;7.95727711850145;7.88508848938059;0;0;1;0;0
YFR046C;-0.02113;0.01584;8.2395878219;7.37596236791241;7.15719575088924;0;0;1;0;1
YFR047C;-0.00635;-0.04964;11.2089174077;8.84327542056013;8.23519283172461;0;0;0;0;1
YFR048W;0.01019;0.0805;8.4876218949;7.24438817184215;7.00823352880975;0;0;0;0;1
YFR049W;-0.00458;0.11928;9.6638796067;8.31987250752806;8.19600456736207;0;0;1;0;0
YFR053C;0.10383;0.02024;12.6417690893;11.3066733548171;10.6164373603923;1;0;0;1;0
YGL006W;-0.09124;-0.09803;10.1168101441;7.99760763772045;8.12296471523406;0;0;1;0;0
YGL006W-A;-0.00615;0.03533;5.9943037336;;;0;0;1;0;0
YGL010W;0.01283;-0.00453;6.8915049292;7.56576180651631;7.65282095419133;0;0;1;0;0
YGL012W;0.01188;0.01968;13.512596812;8.54811476417878;8.29397076210839;1;0;0;0;1
YGL013C;0.01704;0.01326;7.1033328262;7.40748150320051;7.37607213479457;1;0;0;0;1
YGL014W;-0.90296;-0.79846;10.4992156142;8.29690936516728;8.41219289035136;0;0;1;0;0
YGL019W;0.10568;-0.0288;11.282951698;8.59126994596103;8.34727968973665;0;0;0;0;1
YGL020C;-0.01954;-0.0128;9.5122594332;8.66443608485915;8.63087438167944;0;0;0;0;1
YGL021W;-0.04901;-0.02371;9.7656064396;6.9487783809587;6.84207223497027;1;1;1;1;1
YGL027C;0.09237;-0.07061;9.3490873721;8.54799707189653;8.48067982429489;1;1;1;1;1
YGL028C;-0.04347;0.02274;12.0187085674;8.86640110252706;8.23107686596969;1;1;1;1;1
YGL032C;-0.00933;0.00363;6.1116775025;7.23558638443887;7.37743179218492;1;1;1;0;0
YGL036W;0.00238;0.00449;8.2214344664;7.10760824175813;7.20933479422608;0;0;1;0;0
YGL037C;0.05046;-0.01053;12.5604430631;10.2758573010737;9.64273335660314;1;1;1;1;0
YGL038C;0.08626;0.07771;9.7372639882;8.3151855664731;7.71568705759034;1;1;1;1;1
YGL039W;0.01118;0.02124;9.3793719791;8.78512509249786;8.409002790361;0;0;0;0;1
YGL041C-B;0.00175;-0.03873;5.9747867589;;;0;0;1;0;0
YGL041W-A;0.00278;0.0743;8.3759357815;9.08413886621933;8.27371690444461;0;0;0;0;1
YGL049C;-0.66818;-0.58526;9.4674863045;8.9492535102002;8.86125376670836;0;0;0;0;1
YGL050W;0.02267;-0.03697;9.5563423626;8.42370974445912;8.24836694921803;0;0;0;0;1
YGL053W;0.05124;0.00933;9.1208943012;7.65857868845679;7.27595518228496;1;0;0;0;0
YGL060W;-0.1911;-0.3206;8.2373956467;7.63262078403483;7.59771047220795;0;1;1;0;1
YGL062W;0.02405;-0.04341;12.4193164503;9.97264178166625;9.49098871959215;1;0;0;0;0
YGL066W;0.0101;0.04139;6.7399626577;7.95353437228632;7.79110545174868;0;0;1;0;0
YGL067W;-0.02858;-0.0844;10.7306260736;8.16269309635868;7.92284448851363;0;0;0;0;1
YGL079W;0.02287;-0.05738;7.7059329761;7.74368253018031;7.43676228296715;0;0;1;0;0
YGL081W;-0.06298;-0.07565;6.1067276669;7.07203047150695;7.07203047150695;0;0;1;0;0
YGL082W;-0.08052;-0.02985;8.6960002051;8.39141837030281;8.23819413187305;0;0;1;0;0
YGL083W;-0.05967;-0.02862;8.0978969709;7.59328418497516;7.52664297468275;1;0;1;0;1
YGL089C;0.05355;0.0532;9.7578601073;7.3998107112843;7.3998107112843;0;1;1;1;0
YGL090W;-0.01267;0.02179;6.3454846344;6.13742813722282;6.13742813722282;0;1;1;0;0
YGL094C;-0.1874;-0.14675;8.8954502271;7.87397116859112;7.27862894232068;0;0;0;1;1
YGL095C;0.07344;0.08541;8.0525021587;8.0929005511029;8.03009629182047;0;0;0;0;1
YGL100W;0.13757;0.05584;9.8968354232;8.77176434854292;8.34471580498591;0;0;0;0;1
YGL101W;-0.02005;-0.002;10.1103648085;8.25951404139036;8.21186325789218;1;1;1;1;1
YGL104C;-0.04433;-0.13231;8.3986274011;6.15697898558556;6.15697898558556;0;0;1;0;0
YGL110C;-0.01143;-0.01227;7.9680335605;7.89971613522469;7.84817439174596;0;0;0;0;1
YGL114W;-0.04217;0.02358;11.1557236745;6.86627744980978;6.94367501426037;1;0;0;0;0
YGL115W;0.04586;0.04042;10.3246190208;9.13585864646339;8.63197529500667;0;0;0;0;1
YGL117W;-0.04695;0.0314;8.1936784197;7.60041153622743;7.52713614660601;0;0;1;0;0
YGL119W;0.13063;0.11361;8.6216040027;7.78192864354944;7.72849547591606;0;0;0;0;1
YGL125W;0.29847;0.47884;8.1313942526;8.80525631084656;8.77728028454982;0;1;0;0;0
YGL126W;-0.04052;-0.03584;6.3527181152;7.63498114351083;7.80308398476938;0;0;0;1;0
YGL135W;0.04065;0.01899;15.2267216441;11.871236276771;11.6095664284336;0;0;0;0;1
YGL136C;0.01895;0.05184;7.0072121845;6.38162291434011;6.11643347215463;0;0;0;0;1
YGL139W;-0.04143;0.02492;9.2186796028;7.40426581579844;7.4569308957061;1;0;1;0;1
YGL141W;-0.1453;-0.11433;9.2580464729;7.40013310065114;7.32392995454909;0;0;1;0;1
YGL154C;-0.15583;-0.19137;8.8053987611;6.9154152278473;6.9154152278473;0;0;0;0;1
YGL157W;0.03554;-0.05618;8.1296997182;9.2742598970298;9.10531346257056;0;0;1;0;0
YGL158W;-0.02916;-0.05078;6.0032682829;;;1;0;0;0;0
YGL159W;-0.03702;-0.05816;8.1617763853;7.6475528357573;7.57609734062311;0;0;1;0;0
YGL161C;-0.09065;-0.02156;11.6611362091;7.67159304023327;7.64152946191031;0;0;0;0;1
YGL162W;-0.005;-0.04452;6.8105771997;6.50750828589817;6.38556703696261;1;1;0;1;0
YGL163C;-0.02485;0.03929;8.0524859935;6.66177171989929;6.66177171989929;1;1;1;0;1
YGL164C;0.05016;-0.02382;7.1616060576;7.81357551730642;7.78155679833099;0;0;1;0;1
YGL174W;0.02013;-0.00686;7.1949786983;7.98614861322597;7.64426557798612;0;0;0;0;1
YGL175C;0.00426;0.08587;6.0175787194;6.75551353831657;6.98841318199959;1;0;1;1;0
YGL176C;0.00599;-0.00441;7.0599198097;;;0;0;0;0;1
YGL179C;0.08133;0.10084;8.3509833994;;;0;0;1;0;1
YGL180W;-0.16144;-0.0465;6.4929042433;7.5082201106088;7.36994074962425;0;0;0;0;1
YGL181W;0.05177;0.02336;7.8629442468;8.25068760419032;8.10864237935857;0;0;0;0;1
YGL185C;-0.03891;-0.01733;8.9553832806;7.45025232379936;7.28323179116753;0;1;1;0;1
YGL188C-A;-0.00208;0.07869;7.6221967775;;;0;0;1;0;0
YGL189C;0.16884;0.15186;14.6842191639;12.1095167198076;11.4137216636486;1;0;0;0;0
YGL190C;0.11856;0.06375;9.3628315725;8.47503439505058;8.26854747615574;0;0;0;0;1
YGL195W;0.0228;0.07074;12.7411485955;9.67285554914751;9.64570691941469;0;1;0;0;0
YGL200C;-0.1349;-0.00929;12.7810694729;9.32437288730273;9.25158275664637;1;1;0;1;1
YGL206C;0.30984;0.31094;11.4855698548;10.2377453413671;10.2329487324931;0;0;0;0;1
YGL208W;-0.16469;-0.23128;7.8074409106;6.95138750941057;6.61110051807739;0;0;0;0;1
YGL209W;-0.11945;-0.06902;8.4367368217;7.47498163003738;7.72921532767208;0;1;0;0;0
YGL212W;-0.00867;-0.00041;8.256208581;7.79323256547919;7.8012980945277;0;1;1;0;0
YGL216W;-0.86876;-0.90621;9.0064048631;7.16283247658048;6.60123011872888;1;1;1;1;1
YGL221C;0.01498;0.11184;12.4457353138;8.99752871166119;8.82974069469613;0;0;0;0;1
YGL226C-A;0.03311;0.01427;9.9191673438;8.43876086250323;7.94066432478649;0;0;0;0;1
YGL227W;-0.00631;-0.0071;8.0152296566;8.37952363589973;7.68827387575451;0;0;0;0;1
YGL229C;-0.03724;-0.13526;7.2727074779;6.514620640435;6.22653666928747;0;0;1;0;0
YGL231C;-0.0047;0.05207;8.9805629854;8.45529226503403;8.26704405244407;0;0;0;0;1
YGL241W;0.01955;-0.0656;9.2874623125;7.83239470294699;7.62386345279623;0;0;1;0;0
YGL243W;-0.00612;-0.00267;9.3099082594;7.04425486483405;7.09317590116823;0;0;0;0;1
YGL250W;-0.0249;-0.05816;8.5108560663;7.56554093773273;7.05268731974286;0;0;1;0;1
YGL252C;0.02613;0.04191;9.1931001433;8.41608563446177;8.48685153655577;0;0;1;0;1
YGL253W;0.15663;0.0738;13.6324994353;12.0848906846456;11.8270442881723;1;0;0;0;0
YGL255W;-0.0491;-0.01302;8.3636994512;10.1915536372922;9.28397583171455;1;1;0;0;0
YGL257C;0.04898;0.02175;8.6385570348;6.36856254897869;6.3318639445439;1;0;1;0;1
YGL258W;0.03169;0.02083;6.3009738811;6.54176197419819;6.54176197419819;0;0;1;0;0
YGL259W;0.03826;0.01584;6.4023931328;7.48526310459243;7.48526310459243;1;0;0;0;0
YGL262W;0.09905;-0.00425;5.8348509727;7.09177733310622;7.09177733310622;0;0;0;0;1
YGL263W;0.01432;0.03616;6.3819918379;7.07982559115124;7.07982559115124;0;0;0;0;1
YGR007W;0.02684;-0.02644;9.9748750317;8.36427028028018;8.1736144421073;0;0;0;0;1
YGR014W;0.01073;-0.0344;10.7565409491;7.92938583402706;7.85127199710988;1;1;1;1;1
YGR015C;-0.00556;0.00402;7.6093465578;7.17629951980999;7.17629951980999;1;0;0;0;1
YGR016W;-0.02226;-0.02714;7.0677465219;6.74692631010957;6.60274351090923;0;0;1;0;0
YGR023W;0.00603;-0.04484;6.8272480864;7.27642816472281;7.23128598807635;1;0;1;0;1
YGR028W;-0.66832;-0.55784;8.4309653059;7.64520860798917;7.65646745053736;0;0;0;0;1
YGR035C;0.02568;-0.06497;6.5201652459;;;1;1;0;0;0
YGR037C;0.0806;0.03454;10.97996944;10.7878880071455;10.1869681844676;0;0;0;0;1
YGR042W;0.02171;-0.01077;8.3904095097;6.64711187036606;6.85757677954884;1;1;1;1;1
YGR043C;0.04933;0.01001;6.9519310186;8.91732532994474;8.43663817277169;1;0;0;0;0
YGR044C;-0.63227;-0.49161;10.4069372407;7.2815445091128;7.27316137719761;1;1;1;1;1
YGR052W;-0.42576;-0.47175;6.9723764392;7.15515538321009;7.05268731974286;0;0;1;0;0
YGR055W;-0.01833;0.0282;9.0227770437;9.11833385826768;8.3193070926228;1;1;0;0;0
YGR062C;0.03189;0.05625;8.6803093753;6.69877420288468;6.46844889438271;0;0;1;1;1
YGR066C;0.01082;0.04774;6.1407410392;7.08194308299887;7.08194308299887;0;0;1;0;0
YGR068C;-0.18692;-0.23821;8.055089087;7.20590338881343;7.18280367749315;0;0;0;1;1
YGR070W;-0.08674;-0.00109;7.8944886455;6.54792138126331;6.52799249198259;1;0;0;1;1
YGR071C;0.06472;-0.05912;9.1677637678;6.74215092753307;6.78332520060396;0;0;0;0;1
YGR077C;-0.21145;-0.16397;9.6760132979;6.86291880127673;6.85757677954884;0;0;0;0;1
YGR080W;0.02794;0.03601;8.5660243013;8.79128425555919;8.51222883436144;1;0;1;0;0
YGR086C;-0.08518;-0.09126;12.2811364326;10.772115006585;10.3033425674672;1;1;1;0;1
YGR087C;-0.01486;0.03956;7.1997712789;9.40265031278503;7.98771754729899;0;0;1;0;0
YGR089W;0.02405;0.05643;8.8692121398;7.92211181221852;7.62413058566129;1;0;1;0;1
YGR092W;0.13494;0.15024;9.6327426836;8.00128726763766;8.05965673552086;1;1;1;1;1
YGR100W;-0.83108;-0.88946;9.7323357352;8.02028183594271;7.8676184442304;0;0;0;0;1
YGR101W;0.02802;0.05597;10.3989141424;6.83240949638617;6.83240949638617;0;0;0;0;1
YGR108W;0.03216;-0.03137;10.4525360248;6.35529534160748;6.35529534160748;1;1;1;1;1
YGR109C;-0.7886;-0.83254;6.7356585529;;;1;1;1;1;1
YGR124W;-0.08281;0.06355;12.69673529;11.6774673804647;10.3374316913549;0;1;0;0;0
YGR129W;0.02669;0.00924;6.7614417529;8.0083101974603;7.85578379602608;0;0;0;0;1
YGR130C;0.03155;0.001;7.9470892043;9.10983032526431;8.93346831855775;0;0;1;0;0
YGR131W;0.05597;0.00877;6.3911044582;7.03303864785977;7.03303864785977;0;0;1;0;1
YGR132C;-0.02094;-0.06612;11.2477794144;9.87022081772833;9.19384175081437;0;0;0;0;1
YGR138C;0.01402;0.11923;11.1723495328;7.94121615007784;7.98560656060815;1;1;1;0;1
YGR141W;-0.04713;-0.04637;10.4575353938;6.56826930240837;6.61466876447757;0;0;0;0;1
YGR142W;0.05631;0.01474;8.2473229868;7.57015993006427;7.57015993006427;1;0;0;0;0
YGR143W;0.1053;0.05709;9.2799091477;6.6264330351081;6.67343744003779;1;1;1;1;1
YGR146C;-0.15895;-0.30142;6.055271526;6.81281762761536;6.81281762761536;1;1;0;0;0
YGR149W;-0.01417;0.01552;9.3650626164;7.47989482440696;7.26948645133865;0;0;1;0;0
YGR152C;-0.05053;0.06718;8.1371261178;8.33410196939101;7.90635079359092;1;1;1;1;1
YGR153W;0.01473;-0.00804;6.932106542;7.10569275963156;7.10569275963156;1;1;0;1;1
YGR157W;0.22667;0.19781;11.8546144664;8.92466980312689;8.88155390027349;0;0;0;0;1
YGR159C;-0.73888;-0.82477;12.8648548868;10.1509141969671;9.71767094020415;1;0;0;0;0
YGR161C;-0.08919;-0.12957;8.5774104996;7.59436107458576;7.65566652589518;1;0;0;0;0
YGR163W;0.05606;0.03981;9.732084116;8.05258577771028;7.81232784225932;0;0;0;0;1
YGR168C;0.04787;-0.05755;7.9299214307;;;0;0;0;0;1
YGR170W;0.01282;0.01909;9.2352395975;6.90836422892509;6.85109186614311;0;0;1;0;0
YGR173W;0.00299;0.06331;9.7758300638;9.07390378298026;9.05699776641973;0;0;0;0;1
YGR174C;0.0458;0.0375;9.9351061597;7.72624879283861;7.65813023350366;0;0;1;0;0
YGR177C;-0.00381;-0.01459;6.5331304413;8.14469816952967;7.70389000053965;1;1;0;1;1
YGR178C;-0.36183;-0.3507;10.6000609329;8.96036432032996;8.75742426053363;0;0;0;0;1
YGR188C;0.01497;0.02145;6.9078712663;6.25422928285958;6.02586597382531;1;1;1;1;1
YGR189C;0.03609;0.00095;10.9616826364;9.021976256544;8.50045301805632;1;1;1;1;1
YGR199W;0.03199;-0.04566;10.5490589017;7.32882824969948;7.03327027806335;0;0;0;0;1
YGR201C;-0.00581;-0.00864;7.9135307155;8.09501077985688;7.84474164656567;0;0;1;0;0
YGR202C;-0.06099;-0.14928;8.4488281145;8.23907625956938;8.0356121730907;0;0;1;0;0
YGR206W;-0.03972;0.04338;6.6999691581;7.92123909118715;7.42846755395253;0;0;0;0;1
YGR208W;0.46393;0.36826;7.4990383872;9.30526390211904;9.36857930529795;0;0;0;0;1
YGR221C;-0.06385;0.00984;7.3164665473;6.75306000789236;6.75306000789236;1;1;1;1;1
YGR222W;0.06869;-0.00086;9.536135672;7.32008328898606;7.15634363415822;0;0;1;1;0
YGR225W;-0.04536;0.02201;5.9921906299;;;0;0;0;0;1
YGR227W;0.00304;0.0414;8.9183998148;7.21285067127001;7.21285067127001;0;0;0;0;1
YGR230W;-0.05087;-0.02525;8.4297754817;7.06633045621925;7.06633045621925;1;1;1;1;1
YGR231C;-0.01961;-0.01945;9.9546872267;9.04877529473633;8.69841019704757;0;0;1;0;0
YGR232W;0.02217;0.03805;11.6303905432;8.7682701606891;8.75998023948207;0;0;0;0;1
YGR234W;-0.00554;-0.06252;9.4026026771;11.0402062570748;10.3636890358786;1;1;0;0;0
YGR237C;-0.00814;-0.01728;8.1083873618;7.45812433287504;7.31509113443731;0;0;1;0;1
YGR238C;0.05222;0.03502;7.7386927196;6.98028281793566;6.88038408218601;1;1;1;1;1
YGR239C;-0.02152;-0.01527;9.0567058013;7.75314761489741;7.72659930260854;0;0;0;0;1
YGR240C;0.02048;-0.05896;14.2246183777;11.4927828474401;11.2639841015699;0;1;0;0;1
YGR240C-A;0.016;0.02003;6.526895565;;;0;0;1;0;0
YGR243W;0.06212;0.01918;8.6684239883;7.94012571612183;7.53054182754023;0;0;1;0;0
YGR247W;0.02302;0.03975;8.2537979497;7.52400200210624;7.53047999524554;0;0;1;0;0
YGR252W;0.09884;0.22585;8.1780993308;7.66434497396305;7.66601779016451;0;0;0;0;1
YGR258C;-0.03115;0.00169;8.444004752;6.73763773834063;6.7569495718211;0;0;0;0;1
YGR260W;0.00026;-0.03522;10.8111154928;8.82809633175819;8.24010113494783;0;1;0;0;0
YGR271W;-0.01395;-0.01599;8.5861346348;7.49779436816611;7.39353847798516;0;0;1;0;0
YGR276C;-0.58753;-0.70189;8.2066881927;7.87761918285123;7.97592547009395;0;1;1;0;1
YGR279C;-0.08088;0.01671;13.0969343406;9.40035490805791;9.10913246971663;1;1;0;0;1
YGR282C;-0.00732;-0.00829;15.0475038974;11.163716293224;10.1310123023815;1;0;0;0;1
YGR284C;-0.89644;-0.93196;11.3151483246;8.86629391834395;8.78984524055448;1;1;0;0;1
YGR285C;0.00636;0.0828;11.9212430701;10.7392560446415;10.749284114235;0;0;0;0;1
YGR286C;-0.17407;-0.00619;8.5095832144;8.19136160384922;8.4721838509125;1;0;0;0;1
YGR289C;0.02035;0.03763;7.1840816013;8.9459841248279;8.9459841248279;0;0;0;1;0
YGR295C;0.0336;0.11617;11.643835997;7.77336220393491;8.03090062065823;1;0;0;0;0
YGR296W;-0.04229;-0.00566;11.9417944167;7.30908100145586;6.45335388525799;1;1;0;0;0
YHL009C;0.03308;0.00191;8.0900102322;7.56974691192144;7.57420801944263;0;0;0;0;1
YHL010C;0.00507;0.01188;7.3128912314;6.75850534211992;6.72769591244032;0;0;0;0;1
YHL019C;0.0638;0.04665;9.0429522186;6.95931767991689;6.8351845861473;0;0;0;0;1
YHL021C;0.05132;0.02321;10.5739421601;9.50816580183218;9.06154611316419;1;0;1;0;0
YHL022C;0.02816;0.01643;6.326803079;7.19961355027685;7.19961355027685;1;0;0;0;0
YHL024W;-0.09151;-0.05241;7.0172805582;7.41731655386;7.338927703493;0;0;1;0;0
YHL026C;-0.00976;0.02975;7.0089055738;6.96286219769454;6.96286219769454;1;1;1;1;1
YHL028W;0.10626;0.02351;9.7552547852;5.76983038201907;5.76983038201907;1;1;1;1;1
YHL030W;0.00211;0.02897;9.7351302482;8.36606620028956;7.98956044933387;1;0;1;0;0
YHL033C;0.13605;0.1647;14.2266073102;12.1443447052605;11.6373707032335;0;0;0;0;1
YHL036W;-0.0023;-0.03484;9.1697520783;7.28503346318511;7.28503346318511;0;0;1;0;0
YHL039W;-0.01768;-0.00445;9.8101490527;8.23668777283703;8.10988121261517;0;0;1;0;0
YHL040C;0.05437;0.02363;8.21089537;6.71295620067707;6.71295620067707;1;1;0;0;0
YHL044W;0.02203;0.03642;7.7105064906;7.07060791427918;7.07060791427918;0;0;1;0;1
YHL048W;0.09587;0.00753;8.881880268;7.76838071858775;7.91003438078135;1;0;0;0;1
YHL050C;0.0044;0.04713;11.7188778654;6.79866183759623;6.79866183759623;1;1;0;0;0
YHR005C;-0.01098;0.01048;9.5628656856;8.50007505804832;8.5285663207354;1;1;1;1;1
YHR006W;-0.05475;-0.06889;8.279582656;7.40142759608035;6.41377566326388;0;1;0;0;0
YHR012W;0.05862;0.05295;9.3837624605;8.41713414881433;8.40612540458144;0;0;0;0;1
YHR015W;0.03426;-0.04507;6.0614994443;4.59410923862867;4.59410923862867;0;0;0;0;1
YHR016C;-0.19169;-0.14067;9.4357147747;8.11398231763094;7.87992935331075;0;0;1;0;0
YHR018C;0.01354;0.07457;13.4774368204;10.2176577539416;9.54544127136312;1;0;0;0;0
YHR022C;0.0692;-0.00728;6.0694623612;7.36172623084451;7.36172623084451;0;1;0;0;0
YHR027C;-0.04855;-0.13329;11.2564776805;10.2671441489587;9.35027332086462;0;0;0;0;1
YHR029C;0.02874;0.01602;9.5213635683;9.39316772324713;8.93720436718188;0;1;0;0;0
YHR030C;-0.01594;-0.02053;9.5705908943;8.29498165258613;8.11595447553356;1;1;0;0;0
YHR031C;0.0308;-0.06666;8.2502538724;5.9724277240331;6.12029741895095;0;0;1;1;1
YHR032W;0.02113;0.03086;8.3755214338;6.24027584517077;6.24027584517077;0;0;1;0;0
YHR033W;0.04383;0.00871;8.6122336681;7.43706699542932;7.67855815617442;0;0;1;0;0
YHR034C;0.00692;0.05851;9.7599663665;7.95163520817528;7.94964401960482;0;0;0;0;1
YHR039C;-0.04414;0.02407;10.6603266832;8.67601281003517;8.65288817089381;0;0;1;0;1
YHR043C;0.0269;-0.06153;6.6995462762;8.36865682681001;8.32421066578114;0;0;0;0;1
YHR044C;-0.00652;0.03448;5.9532398028;8.05349687831476;7.19961355027685;0;0;0;0;1
YHR046C;0.01107;-0.02955;8.9842791807;8.32221546238768;7.98911517855416;0;0;0;1;0
YHR049W;0.00542;0.03205;10.2944782593;9.47770949652367;9.13464707016666;0;0;0;0;1
